,방송일시,hour,ampm,마더코드,상품코드,상품명,상품군,판매단가,노출시간,취급액,판매개수,date,month,rate,weekday,min_c,max_c,rain,snow,PM,state
10979,2019-10-13,22,PM,100837,202470,무이자 쿠쿠전기밥솥 6인용(QS),주방,208000,60.0,19276000.0,93.0,2019-10-13,10.0,0.027999999999999997,일,12.1,23.8,0.0,0.0,15.88,좋음
10980,2019-10-13,22,PM,100837,202473,일시불  쿠쿠전기밥솥 6인용(QS),주방,198000,60.0,18341000.0,93.0,2019-10-13,10.0,0.027999999999999997,일,12.1,23.8,0.0,0.0,15.88,좋음
10981,2019-10-13,22,PM,100837,202480,일시불 쿠쿠전기밥솥 10인용 (QS),주방,208000,60.0,64641000.0,311.0,2019-10-13,10.0,0.027999999999999997,일,12.1,23.8,0.0,0.0,15.88,좋음
10983,2019-10-13,23,PM,100099,200277,라쉬반 레알마드리드 에디션 드로즈 패키지(+캐리어),속옷,119000,60.0,63594000.0,535.0,2019-10-13,10.0,0.040999999999999995,일,12.1,23.8,0.0,0.0,15.88,좋음
10984,2019-10-13,23,PM,100099,200278,라쉬반 프레쉬 에어 에디션 드로즈 패키지(+캐리어),속옷,119000,60.0,129147000.0,1086.0,2019-10-13,10.0,0.040999999999999995,일,12.1,23.8,0.0,0.0,15.88,좋음
11017,2019-10-14,0,AM,100175,200594,바두기 무선 에어 바리캉,생활용품,69800,60.0,84506000.0,1211.0,2019-10-14,10.0,0.0,월,9.5,19.6,0.0,0.0,27.64,좋음
10987,2019-10-14,1,AM,100720,202107,로베르타 디 까메리노 에어 라이트 업 프론트 후크 브라팬티,속옷,59900,56.66666666666667,64530000.0,1078.0,2019-10-14,10.0,0.018000000000000002,월,9.5,19.6,0.0,0.0,27.64,좋음
10995,2019-10-14,6,AM,100452,201400,NNF 라운지웨어세트,의류,49000,60.0,80015000.0,1633.0,2019-10-14,10.0,0.034,월,9.5,19.6,0.0,0.0,27.64,좋음
10997,2019-10-14,7,AM,100229,200792,국내제조 벨라홈 논슬립 옷걸이 세트,생활용품,29800,60.0,92651000.0,3110.0,2019-10-14,10.0,0.037000000000000005,월,9.5,19.6,0.0,0.0,27.64,좋음
10999,2019-10-14,8,AM,100532,201609,(무)100%리얼착즙석류 4박스,건강기능,77000,60.0,12100000.0,158.0,2019-10-14,10.0,0.021,월,9.5,19.6,0.0,0.0,27.64,좋음
11000,2019-10-14,8,AM,100532,201610,(일)100%리얼착즙석류 4박스,건강기능,69300,60.0,71616000.0,1034.0,2019-10-14,10.0,0.021,월,9.5,19.6,0.0,0.0,27.64,좋음
11003,2019-10-14,9,AM,100444,201367,쿠미투니카 롱 하이웨스트 팬티세트,속옷,59900,60.0,110314000.0,1842.0,2019-10-14,10.0,0.027999999999999997,월,9.5,19.6,0.0,0.0,27.64,좋음
11010,2019-10-14,10,AM,100248,200830,[K-SWISS] 19 F/W 남성 패딩 트랙수트 2종,의류,79900,60.0,83335000.0,1043.0,2019-10-14,10.0,0.013000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11011,2019-10-14,10,AM,100248,200832,[K-SWISS] 19 F/W 여성 패딩 트랙수트 2종,의류,79900,60.0,56591000.0,709.0,2019-10-14,10.0,0.013000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11016,2019-10-14,11,AM,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,60.0,126665000.0,2266.0,2019-10-14,10.0,0.032,월,9.5,19.6,0.0,0.0,27.64,좋음
11018,2019-10-14,12,PM,100488,201466,삭루츠 F/W 버켓 백(TQ18),잡화,52000,60.0,17743000.0,342.0,2019-10-14,10.0,0.053,월,9.5,19.6,0.0,0.0,27.64,좋음
11019,2019-10-14,12,PM,100488,201467,삭루츠 F/W 크로스바디 백(TQ12),잡화,44000,60.0,25410000.0,578.0,2019-10-14,10.0,0.053,월,9.5,19.6,0.0,0.0,27.64,좋음
11020,2019-10-14,12,PM,100488,201468,삭루츠 F/W 투웨이 백팩 (TQ55),잡화,69000,60.0,25496000.0,370.0,2019-10-14,10.0,0.053,월,9.5,19.6,0.0,0.0,27.64,좋음
10988,2019-10-14,13,PM,100247,200828,네오젠 에이지큐어 원미닛 링클 리프트,이미용,59900,60.0,103667000.0,1731.0,2019-10-14,10.0,0.035,월,9.5,19.6,0.0,0.0,27.64,좋음
10989,2019-10-14,14,PM,100379,201238,무이자  니봇 진공+ 물걸레 듀얼 로봇청소기,생활용품,259000,60.0,71950000.0,278.0,2019-10-14,10.0,0.004,월,9.5,19.6,0.0,0.0,27.64,좋음
10990,2019-10-14,14,PM,100379,201239,일시불  니봇 진공+ 물걸레 듀얼 로봇청소기,생활용품,249000,60.0,22765000.0,92.0,2019-10-14,10.0,0.004,월,9.5,19.6,0.0,0.0,27.64,좋음
10991,2019-10-14,15,PM,100652,201973,제주 수산물 3종 세트,농수축,39900,60.0,72421000.0,1816.0,2019-10-14,10.0,0.015,월,9.5,19.6,0.0,0.0,27.64,좋음
10992,2019-10-14,16,PM,100683,202032,무이자 매직쉐프 10리터 듀얼쿡 에어프라이어,주방,164000,60.0,44412000.0,271.0,2019-10-14,10.0,0.004,월,9.5,19.6,0.0,0.0,27.64,좋음
10993,2019-10-14,16,PM,100683,202035,일시불 매직쉐프 10리터 듀얼쿡 에어프라이어,주방,154000,60.0,26324000.0,171.0,2019-10-14,10.0,0.004,월,9.5,19.6,0.0,0.0,27.64,좋음
10994,2019-10-14,17,PM,100511,201573,국내산 손질 통오징어 21미,농수축,43900,60.0,139632000.0,3181.0,2019-10-14,10.0,0.019,월,9.5,19.6,0.0,0.0,27.64,좋음
10996,2019-10-14,18,PM,100074,201007,비버리힐스폴로클럽 남성기초세트(골드+콜라겐),이미용,39800,60.0,94825000.0,2383.0,2019-10-14,10.0,0.021,월,9.5,19.6,0.0,0.0,27.64,좋음
10998,2019-10-14,19,PM,100281,201010,에버라스트 드로즈 10+4종,속옷,39900,60.0,135372000.0,3393.0,2019-10-14,10.0,0.018000000000000002,월,9.5,19.6,0.0,0.0,27.64,좋음
11001,2019-10-14,20,PM,100150,200465,무이자 LG 통돌이 세탁기,가전,489000,60.0,81081000.0,166.0,2019-10-14,10.0,0.024,월,9.5,19.6,0.0,0.0,27.64,좋음
11002,2019-10-14,20,PM,100150,200533,일시불 LG 통돌이 세탁기,가전,439000,60.0,99666000.0,228.0,2019-10-14,10.0,0.024,월,9.5,19.6,0.0,0.0,27.64,좋음
11004,2019-10-14,21,PM,100148,200438,무이자 LG 울트라HD TV 55UM7900BNA,가전,1250000,60.0,30791000.0,25.0,2019-10-14,10.0,0.011000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11005,2019-10-14,21,PM,100148,200447,무이자 LG 울트라HD TV 65UM7900BNA,가전,1800000,60.0,62150000.0,35.0,2019-10-14,10.0,0.011000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11006,2019-10-14,21,PM,100148,200460,무이자 LG 울트라HD TV 75UM7900BNA,가전,2990000,60.0,7414000.0,3.0,2019-10-14,10.0,0.011000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11007,2019-10-14,21,PM,100148,200505,일시불 LG 울트라HD TV 55UM7900BNA,가전,1200000,60.0,8922000.0,8.0,2019-10-14,10.0,0.011000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11008,2019-10-14,21,PM,100148,200514,일시불 LG 울트라HD TV 65UM7900BNA,가전,1750000,60.0,30223000.0,18.0,2019-10-14,10.0,0.011000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11009,2019-10-14,21,PM,100148,200528,일시불 LG 울트라HD TV 75UM7900BNA,가전,2750000,60.0,13667000.0,5.0,2019-10-14,10.0,0.011000000000000001,월,9.5,19.6,0.0,0.0,27.64,좋음
11012,2019-10-14,22,PM,100448,201376,(쿠)무이자 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,178000,60.0,24682000.0,139.0,2019-10-14,10.0,0.013999999999999999,월,9.5,19.6,0.0,0.0,27.64,좋음
11013,2019-10-14,22,PM,100448,201377,(쿠)무이자 쿠첸 압력밥솥 6인용 (A1),주방,158000,60.0,19004000.0,121.0,2019-10-14,10.0,0.013999999999999999,월,9.5,19.6,0.0,0.0,27.64,좋음
11014,2019-10-14,22,PM,100448,201378,(쿠)일시불 19년 신제품  쿠첸 풀스텐 압력밥솥 10인용(A1),주방,168000,60.0,70811000.0,422.0,2019-10-14,10.0,0.013999999999999999,월,9.5,19.6,0.0,0.0,27.64,좋음
11015,2019-10-14,22,PM,100448,201379,(쿠)일시불 쿠첸 압력밥솥 6인용 (A1),주방,148000,60.0,31460000.0,213.0,2019-10-14,10.0,0.013999999999999999,월,9.5,19.6,0.0,0.0,27.64,좋음
11056,2019-10-15,0,AM,100319,201012,엘렌실라 에스까르고에센스 커버쿠션,이미용,39900,60.0,74858000.0,1877.0,2019-10-15,10.0,0.018000000000000002,화,8.8,20.4,0.0,0.0,16.84,좋음
11021,2019-10-15,1,AM,100811,202380,CERINI by PAT 남성 어반 릴렉스 팬츠3종,의류,59900,57.18333333333334,32255000.0,539.0,2019-10-15,10.0,0.015,화,8.8,20.4,0.0,0.0,16.84,좋음
11034,2019-10-15,6,AM,100421,201326,킹스스파 편백 반신욕기,생활용품,569000,60.0,64599000.0,114.0,2019-10-15,10.0,0.024,화,8.8,20.4,0.0,0.0,16.84,좋음
11038,2019-10-15,7,AM,100478,201451,파뷔에 양면 항균도마 스페셜,주방,41900,60.0,67487000.0,1611.0,2019-10-15,10.0,0.017,화,8.8,20.4,0.0,0.0,16.84,좋음
11040,2019-10-15,8,AM,100609,201859,푸마 DRY-DELL 기능성 티셔츠형 브라탑 패키지,속옷,59000,60.0,88557000.0,1501.0,2019-10-15,10.0,0.073,화,8.8,20.4,0.0,0.0,16.84,좋음
11045,2019-10-15,9,AM,100069,200189,칼리베이직 2019 패브릭 백 4종 (시즌 3),잡화,59000,60.0,115123000.0,1952.0,2019-10-15,10.0,0.031,화,8.8,20.4,0.0,0.0,16.84,좋음
11048,2019-10-15,10,AM,100499,201501,하림뼈없는양념닭발세트,농수축,39900,60.0,134693000.0,3376.0,2019-10-15,10.0,0.042,화,8.8,20.4,0.0,0.0,16.84,좋음
11051,2019-10-15,11,AM,100523,201590,현대어찬 손질갈치,농수축,36900,60.0,117891000.0,3195.0,2019-10-15,10.0,0.032,화,8.8,20.4,0.0,0.0,16.84,좋음
11057,2019-10-15,12,PM,100766,202239,참존 탑뉴스 지이링클 기초세트,이미용,59000,60.0,111690000.0,1894.0,2019-10-15,10.0,0.018000000000000002,화,8.8,20.4,0.0,0.0,16.84,좋음
11022,2019-10-15,13,PM,100467,201433,뉴욕맘 목화솜행주&항균수세미,주방,39900,60.0,39875000.0,1000.0,2019-10-15,10.0,0.065,화,8.8,20.4,0.0,0.0,16.84,좋음
11023,2019-10-15,14,PM,100389,201260,[RYN] 린 남성 뉴웨이브 스니커즈,잡화,39800,60.0,33191000.0,834.0,2019-10-15,10.0,0.032,화,8.8,20.4,0.0,0.0,16.84,좋음
11024,2019-10-15,14,PM,100389,201263,[RYN] 린 여성 뉴웨이브 스니커즈,잡화,39800,60.0,47336000.0,1190.0,2019-10-15,10.0,0.032,화,8.8,20.4,0.0,0.0,16.84,좋음
11025,2019-10-15,15,PM,100786,202297,[루이띠에] 18k 그레이스 골드 귀걸이,잡화,590000,60.2,3299000.0,6.0,2019-10-15,10.0,0.038,화,8.8,20.4,0.0,0.0,16.84,좋음
11026,2019-10-15,15,PM,100786,202298,[루이띠에] 18k 그레이스 골드 목걸이,잡화,890000,60.2,3315000.0,4.0,2019-10-15,10.0,0.038,화,8.8,20.4,0.0,0.0,16.84,좋음
11027,2019-10-15,15,PM,100786,202299,[루이띠에] 18k 그레이스 골드 목걸이팔찌 세트,잡화,1990000,60.2,25265000.0,13.0,2019-10-15,10.0,0.038,화,8.8,20.4,0.0,0.0,16.84,좋음
11028,2019-10-15,15,PM,100786,202300,[루이띠에] 18k 그레이스 골드 반지,잡화,590000,60.2,5426000.0,10.0,2019-10-15,10.0,0.038,화,8.8,20.4,0.0,0.0,16.84,좋음
11029,2019-10-15,15,PM,100786,202301,[루이띠에] 18k 그레이스 골드 주얼리 세트,잡화,2990000,60.2,27114000.0,10.0,2019-10-15,10.0,0.038,화,8.8,20.4,0.0,0.0,16.84,좋음
11030,2019-10-15,15,PM,100786,202302,[루이띠에] 18k 그레이스 골드 팔찌,잡화,1290000,60.2,16409000.0,13.0,2019-10-15,10.0,0.038,화,8.8,20.4,0.0,0.0,16.84,좋음
11031,2019-10-15,15,PM,100786,202303,[루이띠에] 18k 그레이스 골드 팔찌반지 세트,잡화,1750000,60.2,3211000.0,2.0,2019-10-15,10.0,0.038,화,8.8,20.4,0.0,0.0,16.84,좋음
11032,2019-10-15,16,PM,100010,200014,AAB의 소곱창전골 800g x 8팩,농수축,55900,60.0,112234000.0,2008.0,2019-10-15,10.0,0.043,화,8.8,20.4,0.0,0.0,16.84,좋음
11033,2019-10-15,17,PM,100253,200864,안동간고등어 20팩,농수축,30900,60.0,134042000.0,4338.0,2019-10-15,10.0,0.005,화,8.8,20.4,0.0,0.0,16.84,좋음
11035,2019-10-15,18,PM,100253,200864,안동간고등어 20팩,농수축,30900,20.0,39903000.0,1292.0,2019-10-15,10.0,0.013000000000000001,화,8.8,20.4,0.0,0.0,16.84,좋음
11036,2019-10-15,18,PM,100337,201050,거창특등급사과 5kg+5kg,농수축,28900,40.0,51287000.0,1775.0,2019-10-15,10.0,0.013000000000000001,화,8.8,20.4,0.0,0.0,16.84,좋음
11037,2019-10-15,18,PM,100337,201052,더커진거창특등급사과 5kg+5kg,농수축,32900,40.0,39631000.0,1205.0,2019-10-15,10.0,0.013000000000000001,화,8.8,20.4,0.0,0.0,16.84,좋음
11039,2019-10-15,19,PM,100020,201015,AAD 소가죽 올데이슬립온,잡화,39000,60.0,88937000.0,2281.0,2019-10-15,10.0,0.018000000000000002,화,8.8,20.4,0.0,0.0,16.84,좋음
11041,2019-10-15,20,PM,100501,201515,무이자 1+1 국내제조 노비타 뉴스파 비데  무료설치,생활용품,458000,60.0,8801000.0,20.0,2019-10-15,10.0,0.073,화,8.8,20.4,0.0,0.0,16.84,좋음
11042,2019-10-15,20,PM,100501,201516,무이자 국내제조 노비타 뉴스파 비데  무료설치,생활용품,239000,60.0,53152000.0,223.0,2019-10-15,10.0,0.073,화,8.8,20.4,0.0,0.0,16.84,좋음
11043,2019-10-15,20,PM,100501,201517,일시불 1+1 국내제조 노비타 뉴스파 비데  무료설치,생활용품,418000,60.0,18875000.0,46.0,2019-10-15,10.0,0.073,화,8.8,20.4,0.0,0.0,16.84,좋음
11044,2019-10-15,20,PM,100501,201518,일시불 국내제조 노비타 뉴스파 비데 무료설치,생활용품,219000,60.0,83670000.0,383.0,2019-10-15,10.0,0.073,화,8.8,20.4,0.0,0.0,16.84,좋음
11046,2019-10-15,21,PM,100099,200277,라쉬반 레알마드리드 에디션 드로즈 패키지(+캐리어),속옷,119000,60.0,64409000.0,542.0,2019-10-15,10.0,0.034,화,8.8,20.4,0.0,0.0,16.84,좋음
11047,2019-10-15,21,PM,100099,200278,라쉬반 프레쉬 에어 에디션 드로즈 패키지(+캐리어),속옷,119000,60.0,138753000.0,1166.0,2019-10-15,10.0,0.034,화,8.8,20.4,0.0,0.0,16.84,좋음
11049,2019-10-15,22,PM,100574,201703,무이자 삼성 국내제조 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+청소기),가전,1569000,60.0,51743000.0,33.0,2019-10-15,10.0,0.047,화,8.8,20.4,0.0,0.0,16.84,좋음
11050,2019-10-15,22,PM,100574,201733,일시불 국내제조 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+청소기),가전,1419000,60.0,32739000.0,24.0,2019-10-15,10.0,0.047,화,8.8,20.4,0.0,0.0,16.84,좋음
11052,2019-10-15,23,PM,100372,201166,(더블+더블)일월 순면 온열매트,생활용품,168000,60.0,31044000.0,185.0,2019-10-15,10.0,0.023,화,8.8,20.4,0.0,0.0,16.84,좋음
11053,2019-10-15,23,PM,100372,201167,(더블+싱글)일월 순면 온열매트,생활용품,148000,60.0,31100000.0,211.0,2019-10-15,10.0,0.023,화,8.8,20.4,0.0,0.0,16.84,좋음
11054,2019-10-15,23,PM,100372,201168,(더블사이즈)일월 순면 온열매트,생활용품,98000,60.0,25034000.0,256.0,2019-10-15,10.0,0.023,화,8.8,20.4,0.0,0.0,16.84,좋음
11055,2019-10-15,23,PM,100372,201170,(싱글사이즈)일월 순면 온열매트,생활용품,78000,60.0,21353000.0,274.0,2019-10-15,10.0,0.023,화,8.8,20.4,0.0,0.0,16.84,좋음
11088,2019-10-16,0,AM,100266,200882,마리끌레르 파리컬렉션 리얼 하이드로 립스틱(마스카라),이미용,39900,60.0,104251000.0,2613.0,2019-10-16,10.0,0.057,수,9.0,20.8,0.0,0.0,22.88,좋음
11058,2019-10-16,1,AM,100626,201930,[실속패키지]레스트업 수액패치(50매),생활용품,35600,56.7,4161000.0,117.0,2019-10-16,10.0,0.022000000000000002,수,9.0,20.8,0.0,0.0,22.88,좋음
11059,2019-10-16,1,AM,100626,201931,[풀패키지]레스트업 수액패치(84매),생활용품,55600,56.7,42313000.0,762.0,2019-10-16,10.0,0.022000000000000002,수,9.0,20.8,0.0,0.0,22.88,좋음
11067,2019-10-16,6,AM,100625,201928,[1세트] 중외신약 빠르카 통증패치,생활용품,39900,60.0,9956000.0,250.0,2019-10-16,10.0,0.0,수,9.0,20.8,0.0,0.0,22.88,좋음
11068,2019-10-16,6,AM,100625,201929,[2세트] 중외신약 빠르카 통증패치,생활용품,59900,60.0,51071000.0,853.0,2019-10-16,10.0,0.0,수,9.0,20.8,0.0,0.0,22.88,좋음
11071,2019-10-16,7,AM,100078,200213,발레리 라이크라 풀커버 컴포트핏 브라패키지(16차),속옷,49900,60.0,70597000.0,1415.0,2019-10-16,10.0,0.025,수,9.0,20.8,0.0,0.0,22.88,좋음
11073,2019-10-16,8,AM,100562,201659,무농약레드비트즙 90봉,건강기능,39900,60.0,75766000.0,1899.0,2019-10-16,10.0,0.006,수,9.0,20.8,0.0,0.0,22.88,좋음
11076,2019-10-16,9,AM,100052,200135,스팀큐다리미,생활용품,59800,60.0,110917000.0,1855.0,2019-10-16,10.0,0.033,수,9.0,20.8,0.0,0.0,22.88,좋음
11080,2019-10-16,10,AM,100444,201367,쿠미투니카 롱 하이웨스트 팬티세트,속옷,59900,60.0,137651000.0,2299.0,2019-10-16,10.0,0.019,수,9.0,20.8,0.0,0.0,22.88,좋음
11085,2019-10-16,11,AM,100202,200685,임성근의 녹용도가니탕 풀세트,농수축,55900,60.0,100735000.0,1803.0,2019-10-16,10.0,0.031,수,9.0,20.8,0.0,0.0,22.88,좋음
11089,2019-10-16,12,PM,100226,200786,발렌티노루디 헤링본 리빙박스 6종,생활용품,40800,60.0,107313000.0,2631.0,2019-10-16,10.0,0.018000000000000002,수,9.0,20.8,0.0,0.0,22.88,좋음
11060,2019-10-16,13,PM,100462,201423,크리스티나앤코 이지웨어세트,의류,69000,60.0,104123000.0,1510.0,2019-10-16,10.0,0.026000000000000002,수,9.0,20.8,0.0,0.0,22.88,좋음
11061,2019-10-16,14,PM,100832,202444,청정수산 완도활전복 35미,농수축,59900,60.0,64551000.0,1078.0,2019-10-16,10.0,0.035,수,9.0,20.8,0.0,0.0,22.88,좋음
11062,2019-10-16,15,PM,100255,200869,한일 대용량 스텐 분쇄믹서기,주방,109800,60.0,136567000.0,1244.0,2019-10-16,10.0,0.040999999999999995,수,9.0,20.8,0.0,0.0,22.88,좋음
11063,2019-10-16,16,PM,100372,201173,(점보특대형)일월 에너지세이브 카페트매트,생활용품,198000,60.0,50705000.0,257.0,2019-10-16,10.0,0.016,수,9.0,20.8,0.0,0.0,22.88,좋음
11064,2019-10-16,16,PM,100372,201175,(점보형)일월 에너지세이브 카페트매트,생활용품,178000,60.0,35590000.0,200.0,2019-10-16,10.0,0.016,수,9.0,20.8,0.0,0.0,22.88,좋음
11065,2019-10-16,16,PM,100372,201177,(중형)일월 에너지세이브 카페트매트,생활용품,148000,60.0,20239000.0,137.0,2019-10-16,10.0,0.016,수,9.0,20.8,0.0,0.0,22.88,좋음
11066,2019-10-16,17,PM,100705,202070,김정배 명인 젓갈세트 8통,농수축,39900,60.0,109572000.0,2747.0,2019-10-16,10.0,0.016,수,9.0,20.8,0.0,0.0,22.88,좋음
11069,2019-10-16,18,PM,100449,201382,무이자 쿠첸인버터전자레인지 (COV-i230KGF),주방,189000,60.0,42248000.0,224.0,2019-10-16,10.0,0.045,수,9.0,20.8,0.0,0.0,22.88,좋음
11070,2019-10-16,18,PM,100449,201389,일시불 쿠첸인버터전자레인지 (COV-i230KGF),주방,179000,60.0,33007000.0,185.0,2019-10-16,10.0,0.045,수,9.0,20.8,0.0,0.0,22.88,좋음
11072,2019-10-16,19,PM,100327,201032,[VONIN]보닌 남성기초세트,이미용,54000,60.0,146624000.0,2716.0,2019-10-16,10.0,0.018000000000000002,수,9.0,20.8,0.0,0.0,22.88,좋음
11074,2019-10-16,20,PM,100248,200830,[K-SWISS] 19 F/W 남성 패딩 트랙수트 2종,의류,79900,60.0,76350000.0,956.0,2019-10-16,10.0,0.12,수,9.0,20.8,0.0,0.0,22.88,좋음
11075,2019-10-16,20,PM,100248,200832,[K-SWISS] 19 F/W 여성 패딩 트랙수트 2종,의류,79900,60.0,34846000.0,437.0,2019-10-16,10.0,0.12,수,9.0,20.8,0.0,0.0,22.88,좋음
11077,2019-10-16,21,PM,100205,200735,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,가구,548000,60.0,57708000.0,106.0,2019-10-16,10.0,0.015,수,9.0,20.8,0.0,0.0,22.88,좋음
11078,2019-10-16,21,PM,100205,200737,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 퀸,가구,598000,60.0,47287000.0,80.0,2019-10-16,10.0,0.015,수,9.0,20.8,0.0,0.0,22.88,좋음
11079,2019-10-16,21,PM,100205,200739,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 킹,가구,648000,60.0,26634000.0,42.0,2019-10-16,10.0,0.015,수,9.0,20.8,0.0,0.0,22.88,좋음
11081,2019-10-16,22,PM,100182,200612,무이자 선일금고 이볼브 시리즈 EV-020,생활용품,440000,60.0,3142000.0,8.0,2019-10-16,10.0,0.028999999999999998,수,9.0,20.8,0.0,0.0,22.88,좋음
11082,2019-10-16,22,PM,100182,200613,무이자 선일금고 이볼브 시리즈 EV-040,생활용품,490000,60.0,47935000.0,98.0,2019-10-16,10.0,0.028999999999999998,수,9.0,20.8,0.0,0.0,22.88,좋음
11083,2019-10-16,22,PM,100182,200614,일시불 선일금고 이볼브 시리즈 EV-020,생활용품,400000,60.0,2860000.0,8.0,2019-10-16,10.0,0.028999999999999998,수,9.0,20.8,0.0,0.0,22.88,좋음
11084,2019-10-16,22,PM,100182,200615,일시불 선일금고 이볼브 시리즈 EV-040,생활용품,450000,60.0,77443000.0,173.0,2019-10-16,10.0,0.028999999999999998,수,9.0,20.8,0.0,0.0,22.88,좋음
11086,2019-10-16,23,PM,100395,201272,1세트 센티멘탈 디퓨저골드,생활용품,31000,60.0,624000.0,21.0,2019-10-16,10.0,0.01,수,9.0,20.8,0.0,0.0,22.88,좋음
11087,2019-10-16,23,PM,100395,201278,5세트 센티멘탈 디퓨저골드패키지,생활용품,69000,60.0,78756000.0,1142.0,2019-10-16,10.0,0.01,수,9.0,20.8,0.0,0.0,22.88,좋음
11115,2019-10-17,0,AM,100176,200599,사운드룩  LP턴테이블 오디오 SLT-7080BT,생활용품,159000,60.0,8859000.0,56.0,2019-10-17,10.0,0.017,목,11.2,21.6,0.0,0.0,25.12,좋음
11116,2019-10-17,0,AM,100176,200600,사운드룩 올인원 LP턴테이블 오디오 SLT-5080PRO,생활용품,258000,60.0,51765000.0,201.0,2019-10-17,10.0,0.017,목,11.2,21.6,0.0,0.0,25.12,좋음
11090,2019-10-17,1,AM,100310,200993,닥터 프리바이오틱스 플러스,건강기능,178000,56.68333333333334,21870000.0,123.0,2019-10-17,10.0,0.03,목,11.2,21.6,0.0,0.0,25.12,좋음
11097,2019-10-17,6,AM,100302,200979,오모떼 모달 웜 이너웨어 6종세트,속옷,49000,60.0,51213000.0,1046.0,2019-10-17,10.0,0.013999999999999999,목,11.2,21.6,0.0,0.0,25.12,좋음
11099,2019-10-17,7,AM,100558,201655,정직한 농부의 석류,건강기능,59900,60.0,93051000.0,1554.0,2019-10-17,10.0,0.044000000000000004,목,11.2,21.6,0.0,0.0,25.12,좋음
11101,2019-10-17,8,AM,100724,202115,IH 옛 가마솥 세트,주방,62000,60.0,95627000.0,1543.0,2019-10-17,10.0,0.048,목,11.2,21.6,0.0,0.0,25.12,좋음
11106,2019-10-17,9,AM,100462,201423,크리스티나앤코 이지웨어세트,의류,69000,60.0,133252000.0,1932.0,2019-10-17,10.0,0.05,목,11.2,21.6,0.0,0.0,25.12,좋음
11111,2019-10-17,10,AM,100171,200585,유귀열의 The 귀한 한우 한판 12팩,농수축,55900,60.0,119504000.0,2138.0,2019-10-17,10.0,0.021,목,11.2,21.6,0.0,0.0,25.12,좋음
11114,2019-10-17,11,AM,100323,201488,피시원 국내산 햇 손질문어 7팩,농수축,49900,60.0,124836000.0,2502.0,2019-10-17,10.0,0.018000000000000002,목,11.2,21.6,0.0,0.0,25.12,좋음
11117,2019-10-17,12,PM,100033,200051,생쥴랑 18K코코 천연다이아 목걸이,잡화,1199000,60.0,3099000.0,3.0,2019-10-17,10.0,0.043,목,11.2,21.6,0.0,0.0,25.12,좋음
11118,2019-10-17,12,PM,100033,200052,생쥴랑 18K코코 천연다이아 목걸이팔찌 세트,잡화,1690000,60.0,51696000.0,31.0,2019-10-17,10.0,0.043,목,11.2,21.6,0.0,0.0,25.12,좋음
11119,2019-10-17,12,PM,100033,200053,생쥴랑 18K코코 천연다이아 팔찌,잡화,599000,60.0,30606000.0,52.0,2019-10-17,10.0,0.043,목,11.2,21.6,0.0,0.0,25.12,좋음
11091,2019-10-17,13,PM,100161,200566,시스마르스 플렉시블 웨지 펌프스,잡화,29800,60.0,105042000.0,3525.0,2019-10-17,10.0,0.038,목,11.2,21.6,0.0,0.0,25.12,좋음
11092,2019-10-17,14,PM,100254,200865,무이자 스마트코너 초고속블렌더 비앙코 볼토,주방,319000,60.0,20340000.0,64.0,2019-10-17,10.0,0.057,목,11.2,21.6,0.0,0.0,25.12,좋음
11093,2019-10-17,14,PM,100254,200866,일시불 스마트코너 초고속블렌더 비앙코 볼토,주방,309000,60.0,10952000.0,36.0,2019-10-17,10.0,0.057,목,11.2,21.6,0.0,0.0,25.12,좋음
11094,2019-10-17,15,PM,100332,201040,실크테라피 오리지널 에센스 패키지,이미용,69900,60.0,91120000.0,1304.0,2019-10-17,10.0,0.032,목,11.2,21.6,0.0,0.0,25.12,좋음
11095,2019-10-17,16,PM,100523,201590,현대어찬 손질갈치,농수축,36900,60.0,105040000.0,2847.0,2019-10-17,10.0,0.022000000000000002,목,11.2,21.6,0.0,0.0,25.12,좋음
11096,2019-10-17,17,PM,100499,201501,하림뼈없는양념닭발세트,농수축,39900,60.0,134455000.0,3370.0,2019-10-17,10.0,0.013000000000000001,목,11.2,21.6,0.0,0.0,25.12,좋음
11098,2019-10-17,18,PM,100053,200136,목우촌 1등급 오리로스 18팩,농수축,40900,60.0,75458000.0,1845.0,2019-10-17,10.0,0.035,목,11.2,21.6,0.0,0.0,25.12,좋음
