,date,hour,rate
6664,2019-10-05,16,35
6665,2019-10-05,17,50
6666,2019-10-05,18,14
6667,2019-10-05,19,6
6668,2019-10-05,20,4
6669,2019-10-05,21,3
6670,2019-10-05,22,4
6671,2019-10-05,23,3
6672,2019-10-06,00,13
6673,2019-10-06,01,26
6674,2019-10-06,02,3
6675,2019-10-06,03,0
6676,2019-10-06,04,2
6677,2019-10-06,05,0
6678,2019-10-06,06,30
6679,2019-10-06,07,10
6680,2019-10-06,08,24
6681,2019-10-06,09,36
6682,2019-10-06,10,47
6683,2019-10-06,11,9
6684,2019-10-06,12,3
6685,2019-10-06,13,5
6686,2019-10-06,14,9
6687,2019-10-06,15,9
6688,2019-10-06,16,19
6689,2019-10-06,17,60
6690,2019-10-06,18,9
6691,2019-10-06,19,43
6692,2019-10-06,20,6
6693,2019-10-06,21,8
6694,2019-10-06,22,17
6695,2019-10-06,23,10
6696,2019-10-07,00,22
6697,2019-10-07,01,46
6698,2019-10-07,02,17
6699,2019-10-07,03,1
6700,2019-10-07,04,0
6701,2019-10-07,05,0
6702,2019-10-07,06,1
6703,2019-10-07,07,8
6704,2019-10-07,08,5
6705,2019-10-07,09,33
6706,2019-10-07,10,60
6707,2019-10-07,11,32
6708,2019-10-07,12,19
6709,2019-10-07,13,10
6710,2019-10-07,14,7
6711,2019-10-07,15,19
6712,2019-10-07,16,24
6713,2019-10-07,17,9
6714,2019-10-07,18,26
6715,2019-10-07,19,37
6716,2019-10-07,20,4
6717,2019-10-07,21,22
6718,2019-10-07,22,28
6719,2019-10-07,23,2
6720,2019-10-08,00,29
6721,2019-10-08,01,13
6722,2019-10-08,02,26
6723,2019-10-08,03,15
6724,2019-10-08,04,5
6725,2019-10-08,05,4
6726,2019-10-08,06,10
6727,2019-10-08,07,2
6728,2019-10-08,08,3
6729,2019-10-08,09,0
6730,2019-10-08,10,31
6731,2019-10-08,11,60
6732,2019-10-08,12,60
6733,2019-10-08,13,26
6734,2019-10-08,14,14
6735,2019-10-08,15,8
6736,2019-10-08,16,1
6737,2019-10-08,17,1
6738,2019-10-08,18,6
6739,2019-10-08,19,2
6740,2019-10-08,20,5
6741,2019-10-08,21,10
6742,2019-10-08,22,20
6743,2019-10-08,23,19
6744,2019-10-09,00,1
6745,2019-10-09,01,2
6746,2019-10-09,02,2
6747,2019-10-09,03,3
6748,2019-10-09,04,1
6749,2019-10-09,05,0
6750,2019-10-09,06,5
6751,2019-10-09,07,4
6752,2019-10-09,08,3
6753,2019-10-09,09,4
6754,2019-10-09,10,3
6755,2019-10-09,11,20
6756,2019-10-09,12,20
6757,2019-10-09,13,22
6758,2019-10-09,14,6
6759,2019-10-09,15,22
6760,2019-10-09,16,7
6761,2019-10-09,17,7
6762,2019-10-09,18,11
6763,2019-10-09,19,11
6764,2019-10-09,20,18
6765,2019-10-09,21,0
6766,2019-10-09,22,11
6767,2019-10-09,23,2
6768,2019-10-10,00,38
6769,2019-10-10,01,60
6770,2019-10-10,02,0
6771,2019-10-10,03,0
6772,2019-10-10,04,2
6773,2019-10-10,05,1
6774,2019-10-10,06,1
6775,2019-10-10,07,16
6776,2019-10-10,08,9
6777,2019-10-10,09,8
6778,2019-10-10,10,8
6779,2019-10-10,11,18
6780,2019-10-10,12,0
6781,2019-10-10,13,22
6782,2019-10-10,14,51
6783,2019-10-10,15,4
6784,2019-10-10,16,1
6785,2019-10-10,17,10
6786,2019-10-10,18,3
6787,2019-10-10,19,7
6788,2019-10-10,20,22
6789,2019-10-10,21,60
6790,2019-10-10,22,21
6791,2019-10-10,23,50
6792,2019-10-11,00,7
6793,2019-10-11,01,5
6794,2019-10-11,02,1
6795,2019-10-11,03,1
6796,2019-10-11,04,6
6797,2019-10-11,05,6
6798,2019-10-11,06,26
6799,2019-10-11,07,11
6800,2019-10-11,08,1
6801,2019-10-11,09,13
6802,2019-10-11,10,3
6803,2019-10-11,11,4
6804,2019-10-11,12,53
6805,2019-10-11,13,27
6806,2019-10-11,14,12
6807,2019-10-11,15,23
6808,2019-10-11,16,30
6809,2019-10-11,17,20
6810,2019-10-11,18,10
6811,2019-10-11,19,43
6812,2019-10-11,20,12
6813,2019-10-11,21,7
6814,2019-10-11,22,9
6815,2019-10-11,23,19
6816,2019-10-12,00,4
6817,2019-10-12,01,1
6818,2019-10-12,02,2
6819,2019-10-12,03,0
6820,2019-10-12,04,3
6821,2019-10-12,05,3
6822,2019-10-12,06,1
6823,2019-10-12,07,20
6824,2019-10-12,08,7
6825,2019-10-12,09,8
6826,2019-10-12,10,6
6827,2019-10-12,11,0
6828,2019-10-12,12,3
6829,2019-10-12,13,10
6830,2019-10-12,14,11
6831,2019-10-12,15,9
6832,2019-10-12,16,16
6833,2019-10-12,17,41
6834,2019-10-12,18,19
6835,2019-10-12,19,10
6836,2019-10-12,20,16
6837,2019-10-12,21,2
6838,2019-10-12,22,11
6839,2019-10-12,23,2
6840,2019-10-13,00,25
6841,2019-10-13,01,5
6842,2019-10-13,02,0
6843,2019-10-13,03,1
6844,2019-10-13,04,0
6845,2019-10-13,05,1
6846,2019-10-13,06,2
6847,2019-10-13,07,10
6848,2019-10-13,08,23
6849,2019-10-13,09,1
6850,2019-10-13,10,9
6851,2019-10-13,11,18
6852,2019-10-13,12,1
6853,2019-10-13,13,39
6854,2019-10-13,14,5
6855,2019-10-13,15,7
6856,2019-10-13,16,24
6857,2019-10-13,17,9
6858,2019-10-13,18,4
6859,2019-10-13,19,5
6860,2019-10-13,20,7
6861,2019-10-13,21,5
6862,2019-10-13,22,10
6863,2019-10-13,23,17
6864,2019-10-14,00,0
6865,2019-10-14,01,3
6866,2019-10-14,02,0
6867,2019-10-14,03,2
6868,2019-10-14,04,1
6869,2019-10-14,05,0
6870,2019-10-14,06,10
6871,2019-10-14,07,16
6872,2019-10-14,08,1
6873,2019-10-14,09,18
6874,2019-10-14,10,8
6875,2019-10-14,11,5
6876,2019-10-14,12,9
6877,2019-10-14,13,15
6878,2019-10-14,14,26
6879,2019-10-14,15,1
6880,2019-10-14,16,6
6881,2019-10-14,17,21
6882,2019-10-14,18,32
6883,2019-10-14,19,11
6884,2019-10-14,20,19
6885,2019-10-14,21,2
6886,2019-10-14,22,4
6887,2019-10-14,23,5
6888,2019-10-15,00,11
6889,2019-10-15,01,2
6890,2019-10-15,02,59
6891,2019-10-15,03,60
6892,2019-10-15,04,1
6893,2019-10-15,05,0
6894,2019-10-15,06,60
6895,2019-10-15,07,12
6896,2019-10-15,08,33
6897,2019-10-15,09,4
6898,2019-10-15,10,38
6899,2019-10-15,11,9
6900,2019-10-15,12,6
6901,2019-10-15,13,15
6902,2019-10-15,14,49
6903,2019-10-15,15,10
6904,2019-10-15,16,41
6905,2019-10-15,17,59
6906,2019-10-15,18,15
6907,2019-10-15,19,1
6908,2019-10-15,20,39
6909,2019-10-15,21,14
6910,2019-10-15,22,8
6911,2019-10-15,23,25
6912,2019-10-16,00,4
6913,2019-10-16,01,2
6914,2019-10-16,02,3
6915,2019-10-16,03,0
6916,2019-10-16,04,2
6917,2019-10-16,05,7
6918,2019-10-16,06,0
6919,2019-10-16,07,14
6920,2019-10-16,08,14
6921,2019-10-16,09,18
6922,2019-10-16,10,4
6923,2019-10-16,11,13
6924,2019-10-16,12,7
6925,2019-10-16,13,42
6926,2019-10-16,14,60
6927,2019-10-16,15,48
6928,2019-10-16,16,24
6929,2019-10-16,17,21
6930,2019-10-16,18,15
6931,2019-10-16,19,6
6932,2019-10-16,20,31
6933,2019-10-16,21,22
6934,2019-10-16,22,32
6935,2019-10-16,23,8
6936,2019-10-17,00,2
6937,2019-10-17,01,1
6938,2019-10-17,02,60
6939,2019-10-17,03,34
6940,2019-10-17,04,0
6941,2019-10-17,05,0
6942,2019-10-17,06,11
6943,2019-10-17,07,60
6944,2019-10-17,08,32
6945,2019-10-17,09,25
6946,2019-10-17,10,17
6947,2019-10-17,11,3
6948,2019-10-17,12,31
6949,2019-10-17,13,53
6950,2019-10-17,14,39
6951,2019-10-17,15,5
6952,2019-10-17,16,3
6953,2019-10-17,17,3
6954,2019-10-17,18,44
6955,2019-10-17,19,21
6956,2019-10-17,20,5
6957,2019-10-17,21,13
6958,2019-10-17,22,12
6959,2019-10-17,23,1
6960,2019-10-18,00,14
6961,2019-10-18,01,51
6962,2019-10-18,02,3
6963,2019-10-18,03,0
6964,2019-10-18,04,9
6965,2019-10-18,05,10
6966,2019-10-18,06,27
6967,2019-10-18,07,15
6968,2019-10-18,08,12
6969,2019-10-18,09,7
6970,2019-10-18,10,33
6971,2019-10-18,11,18
6972,2019-10-18,12,11
6973,2019-10-18,13,3
6974,2019-10-18,14,1
6975,2019-10-18,15,2
6976,2019-10-18,16,4
6977,2019-10-18,17,12
6978,2019-10-18,18,10
6979,2019-10-18,19,0
6980,2019-10-18,20,7
6981,2019-10-18,21,9
6982,2019-10-18,22,9
6983,2019-10-18,23,31
6984,2019-10-19,00,8
6985,2019-10-19,01,43
6986,2019-10-19,02,60
6987,2019-10-19,03,9
6988,2019-10-19,04,0
6989,2019-10-19,05,2
6990,2019-10-19,06,58
6991,2019-10-19,07,43
6992,2019-10-19,08,31
6993,2019-10-19,09,15
6994,2019-10-19,10,6
6995,2019-10-19,11,31
6996,2019-10-19,12,12
6997,2019-10-19,13,18
6998,2019-10-19,14,39
6999,2019-10-19,15,31
7000,2019-10-19,16,59
7001,2019-10-19,17,14
7002,2019-10-19,18,8
7003,2019-10-19,19,22
7004,2019-10-19,20,4
7005,2019-10-19,21,0
7006,2019-10-19,22,15
7007,2019-10-19,23,46
7008,2019-10-20,00,7
7009,2019-10-20,01,7
7010,2019-10-20,02,1
7011,2019-10-20,03,0
7012,2019-10-20,04,4
7013,2019-10-20,05,0
7014,2019-10-20,06,27
7015,2019-10-20,07,1
7016,2019-10-20,08,34
7017,2019-10-20,09,27
7018,2019-10-20,10,12
7019,2019-10-20,11,15
7020,2019-10-20,12,2
7021,2019-10-20,13,18
7022,2019-10-20,14,36
7023,2019-10-20,15,26
7024,2019-10-20,16,23
7025,2019-10-20,17,33
7026,2019-10-20,18,54
7027,2019-10-20,19,19
7028,2019-10-20,20,40
7029,2019-10-20,21,22
7030,2019-10-20,22,6
7031,2019-10-20,23,12
7032,2019-10-21,00,5
7033,2019-10-21,01,2
7034,2019-10-21,02,0
7035,2019-10-21,03,13
7036,2019-10-21,04,4
7037,2019-10-21,05,3
7038,2019-10-21,06,27
7039,2019-10-21,07,4
7040,2019-10-21,08,12
7041,2019-10-21,09,3
7042,2019-10-21,10,3
7043,2019-10-21,11,14
7044,2019-10-21,12,17
7045,2019-10-21,13,42
7046,2019-10-21,14,21
7047,2019-10-21,15,6
7048,2019-10-21,16,9
7049,2019-10-21,17,31
7050,2019-10-21,18,27
7051,2019-10-21,19,23
7052,2019-10-21,20,1
7053,2019-10-21,21,5
7054,2019-10-21,22,3
7055,2019-10-21,23,7
7056,2019-10-22,00,4
7057,2019-10-22,01,0
7058,2019-10-22,02,1
7059,2019-10-22,03,4
7060,2019-10-22,04,1
7061,2019-10-22,05,0
7062,2019-10-22,06,0
7063,2019-10-22,07,17
7064,2019-10-22,08,3
7065,2019-10-22,09,2
7066,2019-10-22,10,5
7067,2019-10-22,11,4
7068,2019-10-22,12,1
7069,2019-10-22,13,7
7070,2019-10-22,14,7
7071,2019-10-22,15,26
7072,2019-10-22,16,60
7073,2019-10-22,17,20
7074,2019-10-22,18,45
7075,2019-10-22,19,60
7076,2019-10-22,20,17
7077,2019-10-22,21,60
7078,2019-10-22,22,60
7079,2019-10-22,23,36
7080,2019-10-23,00,52
7081,2019-10-23,01,60
7082,2019-10-23,02,5
7083,2019-10-23,03,5
7084,2019-10-23,04,2
7085,2019-10-23,05,2
7086,2019-10-23,06,14
7087,2019-10-23,07,1
7088,2019-10-23,08,29
7089,2019-10-23,09,12
7090,2019-10-23,10,3
7091,2019-10-23,11,21
7092,2019-10-23,12,0
7093,2019-10-23,13,15
7094,2019-10-23,14,15
7095,2019-10-23,15,22
7096,2019-10-23,16,2
7097,2019-10-23,17,57
7098,2019-10-23,18,41
7099,2019-10-23,19,27
7100,2019-10-23,20,24
7101,2019-10-23,21,49
7102,2019-10-23,22,2
7103,2019-10-23,23,2
7104,2019-10-24,00,2
7105,2019-10-24,01,2
7106,2019-10-24,02,60
7107,2019-10-24,03,60
7108,2019-10-24,04,0
7109,2019-10-24,05,0
7110,2019-10-24,06,3
7111,2019-10-24,07,3
7112,2019-10-24,08,0
7113,2019-10-24,09,17
7114,2019-10-24,10,8
7115,2019-10-24,11,15
7116,2019-10-24,12,16
7117,2019-10-24,13,49
7118,2019-10-24,14,51
7119,2019-10-24,15,54
7120,2019-10-24,16,45
7121,2019-10-24,17,11
7122,2019-10-24,18,5
7123,2019-10-24,19,3
7124,2019-10-24,20,11
7125,2019-10-24,21,5
7126,2019-10-24,22,6
7127,2019-10-24,23,5
7128,2019-10-25,00,5
7129,2019-10-25,01,18
7130,2019-10-25,02,22
7131,2019-10-25,03,28
7132,2019-10-25,04,4
7133,2019-10-25,05,0
7134,2019-10-25,06,4
7135,2019-10-25,07,0
7136,2019-10-25,08,1
7137,2019-10-25,09,36
7138,2019-10-25,10,1
7139,2019-10-25,11,0
7140,2019-10-25,12,2
7141,2019-10-25,13,5
7142,2019-10-25,14,11
7143,2019-10-25,15,1
7144,2019-10-25,16,0
7145,2019-10-25,17,3
7146,2019-10-25,18,4
7147,2019-10-25,19,11
7148,2019-10-25,20,10
7149,2019-10-25,21,9
7150,2019-10-25,22,3
7151,2019-10-25,23,7
7152,2019-10-26,00,21
7153,2019-10-26,01,25
7154,2019-10-26,02,2
7155,2019-10-26,03,0
7156,2019-10-26,04,0
7157,2019-10-26,05,5
7158,2019-10-26,06,6
7159,2019-10-26,07,4
7160,2019-10-26,08,34
7161,2019-10-26,09,60
7162,2019-10-26,10,60
7163,2019-10-26,11,17
7164,2019-10-26,12,3
7165,2019-10-26,13,31
7166,2019-10-26,14,60
7167,2019-10-26,15,30
7168,2019-10-26,16,2
7169,2019-10-26,17,11
7170,2019-10-26,18,0
7171,2019-10-26,19,7
7172,2019-10-26,20,9
7173,2019-10-26,21,22
7174,2019-10-26,22,11
7175,2019-10-26,23,2
7176,2019-10-27,00,11
7177,2019-10-27,01,10
7178,2019-10-27,02,2
7179,2019-10-27,03,32
7180,2019-10-27,04,2
7181,2019-10-27,05,4
7182,2019-10-27,06,30
7183,2019-10-27,07,18
7184,2019-10-27,08,46
7185,2019-10-27,09,60
7186,2019-10-27,10,38
7187,2019-10-27,11,14
7188,2019-10-27,12,20
7189,2019-10-27,13,5
7190,2019-10-27,14,10
7191,2019-10-27,15,32
7192,2019-10-27,16,12
7193,2019-10-27,17,54
7194,2019-10-27,18,60
7195,2019-10-27,19,60
7196,2019-10-27,20,14
7197,2019-10-27,21,39
7198,2019-10-27,22,3
7199,2019-10-27,23,54
7200,2019-10-28,00,0
7201,2019-10-28,01,5
7202,2019-10-28,02,2
7203,2019-10-28,03,1
7204,2019-10-28,04,0
7205,2019-10-28,05,0
7206,2019-10-28,06,3
7207,2019-10-28,07,5
7208,2019-10-28,08,14
7209,2019-10-28,09,5
7210,2019-10-28,10,22
7211,2019-10-28,11,8
7212,2019-10-28,12,1
7213,2019-10-28,13,51
7214,2019-10-28,14,60
7215,2019-10-28,15,60
7216,2019-10-28,16,19
7217,2019-10-28,17,60
7218,2019-10-28,18,12
7219,2019-10-28,19,7
7220,2019-10-28,20,55
7221,2019-10-28,21,36
7222,2019-10-28,22,12
7223,2019-10-28,23,9
7224,2019-10-29,00,6
7225,2019-10-29,01,29
7226,2019-10-29,02,5
7227,2019-10-29,03,10
7228,2019-10-29,04,0
7229,2019-10-29,05,4
7230,2019-10-29,06,1
7231,2019-10-29,07,2
7232,2019-10-29,08,4
7233,2019-10-29,09,22
7234,2019-10-29,10,26
7235,2019-10-29,11,31
7236,2019-10-29,12,23
7237,2019-10-29,13,18
7238,2019-10-29,14,19
7239,2019-10-29,15,10
7240,2019-10-29,16,45
7241,2019-10-29,17,35
7242,2019-10-29,18,17
7243,2019-10-29,19,9
7244,2019-10-29,20,14
7245,2019-10-29,21,15
7246,2019-10-29,22,8
7247,2019-10-29,23,9
7248,2019-10-30,00,51
7249,2019-10-30,01,60
7250,2019-10-30,02,0
7251,2019-10-30,03,1
7252,2019-10-30,04,1
7253,2019-10-30,05,6
7254,2019-10-30,06,2
7255,2019-10-30,07,11
7256,2019-10-30,08,8
7257,2019-10-30,09,24
7258,2019-10-30,10,15
7259,2019-10-30,11,47
7260,2019-10-30,12,16
7261,2019-10-30,13,27
7262,2019-10-30,14,60
7263,2019-10-30,15,60
7264,2019-10-30,16,60
7265,2019-10-30,17,8
7266,2019-10-30,18,2
7267,2019-10-30,19,5
7268,2019-10-30,20,19
7269,2019-10-30,21,8
7270,2019-10-30,22,5
7271,2019-10-30,23,8
7272,2019-10-31,00,47
7273,2019-10-31,01,5
7274,2019-10-31,02,0
7275,2019-10-31,03,6
7276,2019-10-31,04,1
7277,2019-10-31,05,0
7278,2019-10-31,06,0
7279,2019-10-31,07,2
7280,2019-10-31,08,6
7281,2019-10-31,09,8
7282,2019-10-31,10,10
7283,2019-10-31,11,57
7284,2019-10-31,12,3
7285,2019-10-31,13,3
7286,2019-10-31,14,7
7287,2019-10-31,15,6
7288,2019-10-31,16,8
7289,2019-10-31,17,4
7290,2019-10-31,18,2
7291,2019-10-31,19,4
7292,2019-10-31,20,21
7293,2019-10-31,21,11
7294,2019-10-31,22,13
7295,2019-10-31,23,5
7296,2019-11-01,00,2
7297,2019-11-01,01,6
7298,2019-11-01,02,0
7299,2019-11-01,03,0
7300,2019-11-01,04,5
7301,2019-11-01,05,0
7302,2019-11-01,06,2
7303,2019-11-01,07,10
7304,2019-11-01,08,20
7305,2019-11-01,09,1
7306,2019-11-01,10,4
7307,2019-11-01,11,9
7308,2019-11-01,12,7
7309,2019-11-01,13,1
7310,2019-11-01,14,32
7311,2019-11-01,15,16
7312,2019-11-01,16,2
7313,2019-11-01,17,24
7314,2019-11-01,18,50
7315,2019-11-01,19,20
7316,2019-11-01,20,4
7317,2019-11-01,21,8
7318,2019-11-01,22,5
7319,2019-11-01,23,6
7320,2019-11-02,00,9
7321,2019-11-02,01,17
7322,2019-11-02,02,4
7323,2019-11-02,03,0
7324,2019-11-02,04,0
7325,2019-11-02,05,4
7326,2019-11-02,06,0
7327,2019-11-02,07,6
7328,2019-11-02,08,9
7329,2019-11-02,09,3
7330,2019-11-02,10,4
7331,2019-11-02,11,50
7332,2019-11-02,12,15
7333,2019-11-02,13,13
7334,2019-11-02,14,2
7335,2019-11-02,15,11
7336,2019-11-02,16,15
7337,2019-11-02,17,56
7338,2019-11-02,18,17
7339,2019-11-02,19,2
7340,2019-11-02,20,26
7341,2019-11-02,21,9
7342,2019-11-02,22,14
7343,2019-11-02,23,29
7344,2019-11-03,00,12
7345,2019-11-03,01,4
7346,2019-11-03,02,0
7347,2019-11-03,03,2
7348,2019-11-03,04,0
7349,2019-11-03,05,21
7350,2019-11-03,06,4
7351,2019-11-03,07,1
7352,2019-11-03,08,10
7353,2019-11-03,09,6
7354,2019-11-03,10,2
7355,2019-11-03,11,2
7356,2019-11-03,12,5
7357,2019-11-03,13,16
7358,2019-11-03,14,5
7359,2019-11-03,15,8
7360,2019-11-03,16,17
7361,2019-11-03,17,45
7362,2019-11-03,18,60
7363,2019-11-03,19,15
7364,2019-11-03,20,3
7365,2019-11-03,21,6
7366,2019-11-03,22,14
7367,2019-11-03,23,15
7368,2019-11-04,00,5
7369,2019-11-04,01,40
7370,2019-11-04,02,0
7371,2019-11-04,03,1
7372,2019-11-04,04,0
7373,2019-11-04,05,0
7374,2019-11-04,06,1
7375,2019-11-04,07,0
7376,2019-11-04,08,3
7377,2019-11-04,09,10
7378,2019-11-04,10,7
7379,2019-11-04,11,7
7380,2019-11-04,12,6
7381,2019-11-04,13,10
7382,2019-11-04,14,38
7383,2019-11-04,15,56
7384,2019-11-04,16,6
7385,2019-11-04,17,32
7386,2019-11-04,18,19
7387,2019-11-04,19,10
7388,2019-11-04,20,8
7389,2019-11-04,21,5
7390,2019-11-04,22,20
7391,2019-11-04,23,10
7392,2019-11-05,00,3
7393,2019-11-05,01,34
7394,2019-11-05,02,38
7395,2019-11-05,03,0
7396,2019-11-05,04,0
7397,2019-11-05,05,5
7398,2019-11-05,06,2
7399,2019-11-05,07,2
7400,2019-11-05,08,17
7401,2019-11-05,09,8
7402,2019-11-05,10,12
7403,2019-11-05,11,35
7404,2019-11-05,12,15
7405,2019-11-05,13,21
7406,2019-11-05,14,1
7407,2019-11-05,15,9
7408,2019-11-05,16,6
7409,2019-11-05,17,23
7410,2019-11-05,18,28
7411,2019-11-05,19,23
7412,2019-11-05,20,42
7413,2019-11-05,21,38
7414,2019-11-05,22,1
7415,2019-11-05,23,22
7416,2019-11-06,00,30
7417,2019-11-06,01,10
7418,2019-11-06,02,0
7419,2019-11-06,03,0
7420,2019-11-06,04,0
7421,2019-11-06,05,0
7422,2019-11-06,06,2
7423,2019-11-06,07,0
7424,2019-11-06,08,8
7425,2019-11-06,09,1
7426,2019-11-06,10,2
7427,2019-11-06,11,14
7428,2019-11-06,12,36
7429,2019-11-06,13,29
7430,2019-11-06,14,18
7431,2019-11-06,15,6
7432,2019-11-06,16,3
7433,2019-11-06,17,18
7434,2019-11-06,18,5
7435,2019-11-06,19,3
7436,2019-11-06,20,17
7437,2019-11-06,21,12
7438,2019-11-06,22,1
7439,2019-11-06,23,2
7440,2019-11-07,00,2
7441,2019-11-07,01,0
7442,2019-11-07,02,0
7443,2019-11-07,03,1
7444,2019-11-07,04,3
7445,2019-11-07,05,3
7446,2019-11-07,06,1
7447,2019-11-07,07,3
7448,2019-11-07,08,4
7449,2019-11-07,09,2
7450,2019-11-07,10,12
7451,2019-11-07,11,60
7452,2019-11-07,12,60
7453,2019-11-07,13,53
7454,2019-11-07,14,5
7455,2019-11-07,15,6
7456,2019-11-07,16,1
7457,2019-11-07,17,1
7458,2019-11-07,18,2
7459,2019-11-07,19,5
7460,2019-11-07,20,5
7461,2019-11-07,21,24
7462,2019-11-07,22,35
7463,2019-11-07,23,38
7464,2019-11-08,00,41
7465,2019-11-08,01,1
7466,2019-11-08,02,0
7467,2019-11-08,03,6
7468,2019-11-08,04,21
7469,2019-11-08,05,12
7470,2019-11-08,06,4
7471,2019-11-08,07,7
7472,2019-11-08,08,3
7473,2019-11-08,09,3
7474,2019-11-08,10,9
7475,2019-11-08,11,13
7476,2019-11-08,12,2
7477,2019-11-08,13,13
7478,2019-11-08,14,13
7479,2019-11-08,15,7
7480,2019-11-08,16,15
7481,2019-11-08,17,0
7482,2019-11-08,18,11
7483,2019-11-08,19,22
7484,2019-11-08,20,12
7485,2019-11-08,21,9
7486,2019-11-08,22,14
7487,2019-11-08,23,31
7488,2019-11-09,00,27
7489,2019-11-09,01,4
7490,2019-11-09,02,55
7491,2019-11-09,03,55
7492,2019-11-09,04,55
7493,2019-11-09,05,51
7494,2019-11-09,06,1
7495,2019-11-09,07,25
7496,2019-11-09,08,6
7497,2019-11-09,09,17
7498,2019-11-09,10,60
7499,2019-11-09,11,9
7500,2019-11-09,12,8
7501,2019-11-09,13,50
7502,2019-11-09,14,30
7503,2019-11-09,15,20
7504,2019-11-09,16,5
7505,2019-11-09,17,4
7506,2019-11-09,18,60
7507,2019-11-09,19,37
7508,2019-11-09,20,2
7509,2019-11-09,21,5
7510,2019-11-09,22,6
7511,2019-11-09,23,56
7512,2019-11-10,00,18
7513,2019-11-10,01,4
7514,2019-11-10,02,0
7515,2019-11-10,03,0
7516,2019-11-10,04,4
7517,2019-11-10,05,0
7518,2019-11-10,06,3
7519,2019-11-10,07,10
7520,2019-11-10,08,9
7521,2019-11-10,09,6
7522,2019-11-10,10,2
7523,2019-11-10,11,12
7524,2019-11-10,12,7
7525,2019-11-10,13,4
7526,2019-11-10,14,13
7527,2019-11-10,15,60
7528,2019-11-10,16,37
7529,2019-11-10,17,7
7530,2019-11-10,18,7
7531,2019-11-10,19,35
7532,2019-11-10,20,36
7533,2019-11-10,21,1
7534,2019-11-10,22,19
7535,2019-11-10,23,60
7536,2019-11-11,00,3
7537,2019-11-11,01,0
7538,2019-11-11,02,0
7539,2019-11-11,03,0
7540,2019-11-11,04,2
7541,2019-11-11,05,3
7542,2019-11-11,06,0
7543,2019-11-11,07,35
7544,2019-11-11,08,22
7545,2019-11-11,09,23
7546,2019-11-11,10,41
7547,2019-11-11,11,20
7548,2019-11-11,12,60
7549,2019-11-11,13,13
7550,2019-11-11,14,2
7551,2019-11-11,15,12
7552,2019-11-11,16,4
7553,2019-11-11,17,0
7554,2019-11-11,18,13
7555,2019-11-11,19,34
7556,2019-11-11,20,4
7557,2019-11-11,21,11
7558,2019-11-11,22,13
7559,2019-11-11,23,29
7560,2019-11-12,00,60
7561,2019-11-12,01,60
7562,2019-11-12,02,3
7563,2019-11-12,03,2
7564,2019-11-12,04,0
7565,2019-11-12,05,3
7566,2019-11-12,06,2
7567,2019-11-12,07,9
7568,2019-11-12,08,3
7569,2019-11-12,09,1
7570,2019-11-12,10,0
7571,2019-11-12,11,20
7572,2019-11-12,12,35
7573,2019-11-12,13,12
7574,2019-11-12,14,12
7575,2019-11-12,15,0
7576,2019-11-12,16,2
7577,2019-11-12,17,28
7578,2019-11-12,18,60
7579,2019-11-12,19,17
7580,2019-11-12,20,28
7581,2019-11-12,21,37
7582,2019-11-12,22,48
7583,2019-11-12,23,37
7584,2019-11-13,00,11
7585,2019-11-13,01,39
7586,2019-11-13,02,0
7587,2019-11-13,03,0
7588,2019-11-13,04,0
7589,2019-11-13,05,21
7590,2019-11-13,06,0
7591,2019-11-13,07,1
7592,2019-11-13,08,52
7593,2019-11-13,09,60
7594,2019-11-13,10,60
7595,2019-11-13,11,11
7596,2019-11-13,12,21
7597,2019-11-13,13,40
7598,2019-11-13,14,6
7599,2019-11-13,15,18
7600,2019-11-13,16,11
7601,2019-11-13,17,13
7602,2019-11-13,18,4
7603,2019-11-13,19,45
7604,2019-11-13,20,4
7605,2019-11-13,21,46
7606,2019-11-13,22,31
7607,2019-11-13,23,10
7608,2019-11-14,00,59
7609,2019-11-14,01,20
7610,2019-11-14,02,1
7611,2019-11-14,03,0
7612,2019-11-14,04,3
7613,2019-11-14,05,0
7614,2019-11-14,06,3
7615,2019-11-14,07,3
7616,2019-11-14,08,5
7617,2019-11-14,09,14
7618,2019-11-14,10,0
7619,2019-11-14,11,19
7620,2019-11-14,12,25
7621,2019-11-14,13,3
7622,2019-11-14,14,10
7623,2019-11-14,15,4
7624,2019-11-14,16,10
7625,2019-11-14,17,11
7626,2019-11-14,18,2
7627,2019-11-14,19,7
7628,2019-11-14,20,29
7629,2019-11-14,21,12
7630,2019-11-14,22,42
7631,2019-11-14,23,60
7632,2019-11-15,00,10
7633,2019-11-15,01,3
7634,2019-11-15,02,1
7635,2019-11-15,03,0
7636,2019-11-15,04,2
7637,2019-11-15,05,8
7638,2019-11-15,06,56
7639,2019-11-15,07,60
7640,2019-11-15,08,60
7641,2019-11-15,09,55
7642,2019-11-15,10,53
7643,2019-11-15,11,60
7644,2019-11-15,12,7
7645,2019-11-15,13,0
7646,2019-11-15,14,14
7647,2019-11-15,15,19
7648,2019-11-15,16,9
7649,2019-11-15,17,9
7650,2019-11-15,18,7
7651,2019-11-15,19,40
7652,2019-11-15,20,49
7653,2019-11-15,21,60
7654,2019-11-15,22,60
7655,2019-11-15,23,13
7656,2019-11-16,00,7
7657,2019-11-16,01,12
7658,2019-11-16,02,0
7659,2019-11-16,03,3
7660,2019-11-16,04,2
7661,2019-11-16,05,0
7662,2019-11-16,06,17
